"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","2664"
"Male","2042"
"","4706"
"Chhetri",""
"Female","1864"
"Male","1467"
"","3331"
"Damai/Dholi",""
"Female","376"
"Male","281"
"","657"
"Gharti/Bhujel",""
"Female","134"
"Male","106"
"","240"
"Gurung",""
"Female","630"
"Male","500"
"","1130"
"Hajam/Thakur",""
"Female","25"
"Male","20"
"","45"
"Kami",""
"Female","535"
"Male","400"
"","935"
"Kumal",""
"Female","572"
"Male","492"
"","1064"
"Magar",""
"Female","1984"
"Male","1571"
"","3555"
"Majhi",""
"Female","28"
"Male","33"
"","61"
"Musalman",""
"Female","15"
"Male","17"
"","32"
"Newar",""
"Female","2335"
"Male","1812"
"","4147"
"Others",""
"Female","30"
"Male","17"
"","47"
"Sanyasi/Dasnami",""
"Female","144"
"Male","123"
"","267"
"Sarki",""
"Female","1188"
"Male","915"
"","2103"
"Tamang",""
"Female","723"
"Male","650"
"","1373"
"Teli",""
"Female","8"
"Male","15"
"","23"
"Thakali",""
"Female","37"
"Male","29"
"","66"
"Thakuri",""
"Female","101"
"Male","83"
"","184"
