"Population by Mother tongue","Number"
"Bangla",""
"Female","50"
"Male","55"
"Bantawa",""
"Female","30"
"Male","29"
"Bhojpuri",""
"Female","55"
"Male","39"
"Bhujel",""
"Female","8"
"Male","6"
"Chamling",""
"Female","23"
"Male","29"
"Danuwar",""
"Female","25"
"Male","28"
"Dhimal",""
"Female","94"
"Male","85"
"Doteli",""
"Female","8"
"Male","4"
"Ganagai",""
"Female","131"
"Male","127"
"Gurung",""
"Female","43"
"Male","37"
"Hindi",""
"Female","51"
"Male","53"
"Limbu",""
"Female","639"
"Male","505"
"Magar",""
"Female","184"
"Male","149"
"Maithili",""
"Female","1889"
"Male","1901"
"Majhi",""
"Female","32"
"Male","30"
"Nepali",""
"Female","17629"
"Male","15239"
"Newar",""
"Female","390"
"Male","335"
"Not Reported",""
"Female","362"
"Male","286"
"Others",""
"Female","189"
"Male","131"
"Rai",""
"Female","244"
"Male","214"
"Rajbanshi",""
"Female","1920"
"Male","1803"
"Sampang",""
"Female","10"
"Male","6"
"Santhali",""
"Female","1235"
"Male","1168"
"Sunuwar",""
"Female","25"
"Male","21"
"Tajpuriya",""
"Female","1902"
"Male","1792"
"Tamang",""
"Female","431"
"Male","361"
"Tharu",""
"Female","239"
"Male","230"
"Uranw/Urau",""
"Female","17"
"Male","20"
"Urdu",""
"Female","230"
"Male","237"
"Yakkha",""
"Female","12"
"Male","16"
