"Population by Educational Attainment","Number"
"Beginners",""
"Female","524"
"Male","536"
"","1060"
"Graduate and Equivalent",""
"Female","16"
"Male","56"
"","72"
"Intermediate and Equivalent",""
"Female","116"
"Male","121"
"","237"
"Level not Stated",""
"Female","37"
"Male","28"
"","65"
"Lower Secondary (Class 6-8)",""
"Female","1547"
"Male","1255"
"","2802"
"Non Formal Education",""
"Female","487"
"Male","301"
"","788"
"Others",""
"Female","1"
"Male","5"
"","6"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","12"
"","12"
"Primary Education (1-5 Class)",""
"Female","3753"
"Male","3715"
"","7468"
"Secondary Level (Class 9-10)",""
"Female","469"
"Male","567"
"","1036"
"SLC and Equivalent",""
"Female","398"
"Male","339"
"","737"
