"Population by Educational Attainment","Number"
"Beginners",""
"Female","5456"
"Male","6626"
"Graduate and Equivalent",""
"Female","1006"
"Male","2038"
"Intermediate and Equivalent",""
"Female","3952"
"Male","5545"
"Level not Stated",""
"Female","304"
"Male","276"
"Lower Secondary (Class 6-8)",""
"Female","20333"
"Male","25139"
"Non Formal Education",""
"Female","2655"
"Male","1833"
"Others",""
"Female","52"
"Male","54"
"Post Graduate Equivalent and Above",""
"Female","172"
"Male","696"
"Primary Education (1-5 Class)",""
"Female","39930"
"Male","47013"
"Secondary Level (Class 9-10)",""
"Female","11200"
"Male","14391"
"SLC and Equivalent",""
"Female","5942"
"Male","7879"
