"Population by disability type","Number"
"Blind/low vision",""
"Female","98"
"Male","71"
"","169"
"Deaf/hard of hearing",""
"Female","70"
"Male","75"
"","145"
"Deaf-Blind",""
"Female","12"
"Male","3"
"","15"
"Intellectual disable",""
"Female","5"
"Male","7"
"","12"
"Mental disable",""
"Female","13"
"Male","19"
"","32"
"Multiple disable",""
"Female","42"
"Male","47"
"","89"
"No disability",""
"Female","20678"
"Male","17706"
"","38384"
"Physical",""
"Female","151"
"Male","147"
"","298"
"Speech problem",""
"Female","54"
"Male","55"
"","109"
