"Population by disability type","Number"
"Blind/low vision",""
"Female","111"
"Male","136"
"","247"
"Deaf/hard of hearing",""
"Female","90"
"Male","88"
"","178"
"Deaf-Blind",""
"Female","8"
"Male","9"
"","17"
"Intellectual disable",""
"Female","22"
"Male","37"
"","59"
"Mental disable",""
"Female","63"
"Male","69"
"","132"
"Multiple disable",""
"Female","56"
"Male","65"
"","121"
"No disability",""
"Female","73265"
"Male","65689"
"","138954"
"Physical",""
"Female","232"
"Male","354"
"","586"
"Speech problem",""
"Female","104"
"Male","119"
"","223"
