"Population by Educational Attainment","Number"
"Beginners",""
"Female","209"
"Male","242"
"Graduate and Equivalent",""
"Female","23"
"Male","89"
"Intermediate and Equivalent",""
"Female","217"
"Male","202"
"Level not Stated",""
"Female","13"
"Male","10"
"Lower Secondary (Class 6-8)",""
"Female","1119"
"Male","1282"
"Non Formal Education",""
"Female","290"
"Male","317"
"Others",""
"Female","1"
"Male","5"
"Post Graduate Equivalent and Above",""
"Female","3"
"Male","20"
"Primary Education (1-5 Class)",""
"Female","2443"
"Male","3046"
"Secondary Level (Class 9-10)",""
"Female","620"
"Male","665"
"SLC and Equivalent",""
"Female","407"
"Male","464"
