"Population by Single Year of Age","Number"
"0",""
"Female","200"
"Male","180"
"1",""
"Female","158"
"Male","205"
"10",""
"Female","247"
"Male","265"
"11",""
"Female","237"
"Male","234"
"12",""
"Female","286"
"Male","352"
"13",""
"Female","273"
"Male","282"
"14",""
"Female","267"
"Male","291"
"15",""
"Female","287"
"Male","252"
"16",""
"Female","285"
"Male","278"
"17",""
"Female","265"
"Male","218"
"18",""
"Female","272"
"Male","245"
"19",""
"Female","181"
"Male","150"
"2",""
"Female","188"
"Male","221"
"20",""
"Female","203"
"Male","166"
"21",""
"Female","181"
"Male","117"
"22",""
"Female","237"
"Male","149"
"23",""
"Female","113"
"Male","103"
"24",""
"Female","160"
"Male","133"
"25",""
"Female","159"
"Male","109"
"26",""
"Female","131"
"Male","95"
"27",""
"Female","130"
"Male","103"
"28",""
"Female","119"
"Male","98"
"29",""
"Female","95"
"Male","66"
"3",""
"Female","177"
"Male","179"
"30",""
"Female","176"
"Male","110"
"31",""
"Female","58"
"Male","44"
"32",""
"Female","130"
"Male","82"
"33",""
"Female","109"
"Male","66"
"34",""
"Female","90"
"Male","72"
"35",""
"Female","180"
"Male","127"
"36",""
"Female","80"
"Male","89"
"37",""
"Female","98"
"Male","90"
"38",""
"Female","82"
"Male","79"
"39",""
"Female","98"
"Male","65"
"4",""
"Female","222"
"Male","193"
"40",""
"Female","200"
"Male","157"
"41",""
"Female","83"
"Male","71"
"42",""
"Female","102"
"Male","78"
"43",""
"Female","124"
"Male","81"
"44",""
"Female","87"
"Male","92"
"45",""
"Female","167"
"Male","131"
"46",""
"Female","73"
"Male","75"
"47",""
"Female","95"
"Male","73"
"48",""
"Female","107"
"Male","97"
"49",""
"Female","87"
"Male","70"
"5",""
"Female","222"
"Male","232"
"50",""
"Female","157"
"Male","144"
"51",""
"Female","57"
"Male","80"
"52",""
"Female","92"
"Male","104"
"53",""
"Female","71"
"Male","70"
"54",""
"Female","56"
"Male","61"
"55",""
"Female","102"
"Male","89"
"56",""
"Female","65"
"Male","66"
"57",""
"Female","69"
"Male","75"
"58",""
"Female","66"
"Male","68"
"59",""
"Female","53"
"Male","48"
"6",""
"Female","213"
"Male","235"
"60",""
"Female","106"
"Male","106"
"61",""
"Female","61"
"Male","57"
"62",""
"Female","70"
"Male","74"
"63",""
"Female","51"
"Male","53"
"64",""
"Female","60"
"Male","60"
"65",""
"Female","85"
"Male","64"
"66",""
"Female","39"
"Male","37"
"67",""
"Female","62"
"Male","49"
"68",""
"Female","39"
"Male","56"
"69",""
"Female","25"
"Male","34"
"7",""
"Female","243"
"Male","234"
"70",""
"Female","81"
"Male","79"
"71",""
"Female","24"
"Male","33"
"72",""
"Female","33"
"Male","49"
"73",""
"Female","36"
"Male","42"
"74",""
"Female","24"
"Male","31"
"75",""
"Female","43"
"Male","37"
"76",""
"Female","16"
"Male","18"
"77",""
"Female","36"
"Male","28"
"78",""
"Female","20"
"Male","26"
"79",""
"Female","13"
"Male","13"
"8",""
"Female","229"
"Male","237"
"80",""
"Female","24"
"Male","18"
"81",""
"Female","6"
"Male","10"
"82",""
"Female","14"
"Male","13"
"83",""
"Female","15"
"Male","9"
"84",""
"Female","10"
"Male","14"
"85",""
"Female","31"
"Male","32"
"9",""
"Female","223"
"Male","232"
