"Population by disability type","Number"
"Blind/low vision",""
"Female","28"
"Male","30"
"","58"
"Deaf/hard of hearing",""
"Female","39"
"Male","39"
"","78"
"Deaf-Blind",""
"Female","2"
"Male","2"
"","4"
"Intellectual disable",""
"Female","11"
"Male","8"
"","19"
"Mental disable",""
"Female","14"
"Male","22"
"","36"
"Multiple disable",""
"Female","26"
"Male","35"
"","61"
"No disability",""
"Female","12215"
"Male","9140"
"","21355"
"Physical",""
"Female","66"
"Male","87"
"","153"
"Speech problem",""
"Female","31"
"Male","32"
"","63"
