"Population by Educational Attainment","Number"
"Beginners",""
"Female","171"
"Male","241"
"Graduate and Equivalent",""
"Female","15"
"Male","145"
"Intermediate and Equivalent",""
"Female","132"
"Male","402"
"Level not Stated",""
"Female","79"
"Male","59"
"Lower Secondary (Class 6-8)",""
"Female","584"
"Male","1210"
"Non Formal Education",""
"Female","9"
"Male","14"
"Others",""
"Female","35"
"Male","27"
"Post Graduate Equivalent and Above",""
"Female","3"
"Male","31"
"Primary Education (1-5 Class)",""
"Female","1999"
"Male","2971"
"Secondary Level (Class 9-10)",""
"Female","236"
"Male","770"
"SLC and Equivalent",""
"Female","109"
"Male","438"
