"Population by Educational Attainment","Number"
"Beginners",""
"Female","196"
"Male","215"
"Graduate and Equivalent",""
"Female","10"
"Male","37"
"Intermediate and Equivalent",""
"Female","73"
"Male","226"
"Level not Stated",""
"Female","6"
"Male","3"
"Lower Secondary (Class 6-8)",""
"Female","672"
"Male","900"
"Non Formal Education",""
"Female","88"
"Male","102"
"Others",""
"Female","7"
"Male","15"
"Post Graduate Equivalent and Above",""
"Female","2"
"Male","8"
"Primary Education (1-5 Class)",""
"Female","1861"
"Male","2281"
"Secondary Level (Class 9-10)",""
"Female","245"
"Male","410"
"SLC and Equivalent",""
"Female","212"
"Male","481"
