"Population by Educational Attainment","Number"
"Beginners",""
"Female","280"
"Male","400"
"Graduate and Equivalent",""
"Female","32"
"Male","242"
"Intermediate and Equivalent",""
"Female","213"
"Male","619"
"Level not Stated",""
"Female","40"
"Male","63"
"Lower Secondary (Class 6-8)",""
"Female","1123"
"Male","2150"
"Non Formal Education",""
"Female","31"
"Male","41"
"Others",""
"Female","3"
"Male","12"
"Post Graduate Equivalent and Above",""
"Female","10"
"Male","42"
"Primary Education (1-5 Class)",""
"Female","3550"
"Male","5120"
"Secondary Level (Class 9-10)",""
"Female","391"
"Male","994"
"SLC and Equivalent",""
"Female","433"
"Male","1059"
