"Population by Educational Attainment","Number"
"Beginners",""
"Female","360"
"Male","460"
"Graduate and Equivalent",""
"Female","33"
"Male","134"
"Intermediate and Equivalent",""
"Female","144"
"Male","423"
"Level not Stated",""
"Female","72"
"Male","57"
"Lower Secondary (Class 6-8)",""
"Female","1781"
"Male","3552"
"Non Formal Education",""
"Female","23"
"Male","41"
"Others",""
"Female","12"
"Male","12"
"Post Graduate Equivalent and Above",""
"Female","4"
"Male","31"
"Primary Education (1-5 Class)",""
"Female","6177"
"Male","8105"
"Secondary Level (Class 9-10)",""
"Female","637"
"Male","1682"
"SLC and Equivalent",""
"Female","224"
"Male","578"
