"Population by Mother tongue","Number"
"Bahing",""
"Female","16"
"Male","9"
"","25"
"Bangla",""
"Female","50"
"Male","81"
"","131"
"Bantawa",""
"Female","516"
"Male","410"
"","926"
"Bhojpuri",""
"Female","32"
"Male","34"
"","66"
"Bhujel",""
"Female","31"
"Male","32"
"","63"
"Chamling",""
"Female","590"
"Male","499"
"","1089"
"Dhimal",""
"Female","959"
"Male","704"
"","1663"
"Doteli",""
"Female","9"
"Male","3"
"","12"
"Dumi",""
"Female","11"
"Male","6"
"","17"
"Dungmali",""
"Female","7"
"Male","8"
"","15"
"Gurung",""
"Female","560"
"Male","449"
"","1009"
"Hindi",""
"Female","17"
"Male","30"
"","47"
"Khaling",""
"Female","19"
"Male","19"
"","38"
"Koyee",""
"Female","22"
"Male","24"
"","46"
"Kulung",""
"Female","99"
"Male","80"
"","179"
"Kumal",""
"Female","14"
"Male","11"
"","25"
"Limbu",""
"Female","4099"
"Male","3414"
"","7513"
"Lohorung",""
"Female","19"
"Male","14"
"","33"
"Magar",""
"Female","1190"
"Male","1010"
"","2200"
"Maithili",""
"Female","1339"
"Male","1298"
"","2637"
"Majhi",""
"Female","86"
"Male","86"
"","172"
"Mewahang",""
"Female","21"
"Male","21"
"","42"
"Nachhiring",""
"Female","32"
"Male","22"
"","54"
"Nepali",""
"Female","17755"
"Male","14600"
"","32355"
"Newar",""
"Female","533"
"Male","497"
"","1030"
"Not Reported",""
"Female","297"
"Male","236"
"","533"
"Others",""
"Female","85"
"Male","64"
"","149"
"Puma",""
"Female","9"
"Male","13"
"","22"
"Rai",""
"Female","1885"
"Male","1541"
"","3426"
"Rajbanshi",""
"Female","200"
"Male","173"
"","373"
"Rajsthani",""
"Female","6"
"Male","9"
"","15"
"Sampang",""
"Female","151"
"Male","116"
"","267"
"Sanskrit",""
"Female","30"
"Male","26"
"","56"
"Santhali",""
"Female","169"
"Male","147"
"","316"
"Sherpa",""
"Female","25"
"Male","32"
"","57"
"Sign Language",""
"Female","6"
"Male","5"
"","11"
"Sunuwar",""
"Female","58"
"Male","51"
"","109"
"Tajpuriya",""
"Female","6"
"Male","5"
"","11"
"Tamang",""
"Female","1381"
"Male","1138"
"","2519"
"Thami",""
"Female","10"
"Male","11"
"","21"
"Tharu",""
"Female","665"
"Male","529"
"","1194"
"Thulung",""
"Female","84"
"Male","62"
"","146"
"Uranw/Urau",""
"Female","94"
"Male","90"
"","184"
"Urdu",""
"Female","21"
"Male","23"
"","44"
"Wambule",""
"Female","55"
"Male","39"
"","94"
"Yakkha",""
"Female","83"
"Male","62"
"","145"
"Yamphu/Yamphe",""
"Female","30"
"Male","23"
"","53"
