"Population by disability type","Number"
"Blind/low vision",""
"Female","116"
"Male","129"
"","245"
"Deaf/hard of hearing",""
"Female","119"
"Male","112"
"","231"
"Deaf-Blind",""
"Female","11"
"Male","12"
"","23"
"Intellectual disable",""
"Female","20"
"Male","17"
"","37"
"Mental disable",""
"Female","57"
"Male","58"
"","115"
"Multiple disable",""
"Female","58"
"Male","66"
"","124"
"No disability",""
"Female","32694"
"Male","27004"
"","59698"
"Physical",""
"Female","196"
"Male","261"
"","457"
"Speech problem",""
"Female","105"
"Male","97"
"","202"
