"Population by Educational Attainment","Number"
"Beginners",""
"Female","240"
"Male","247"
"","487"
"Graduate and Equivalent",""
"Female","26"
"Male","86"
"","112"
"Intermediate and Equivalent",""
"Female","185"
"Male","320"
"","505"
"Level not Stated",""
"Female","7"
"Male","7"
"","14"
"Lower Secondary (Class 6-8)",""
"Female","883"
"Male","1031"
"","1914"
"Non Formal Education",""
"Female","202"
"Male","140"
"","342"
"Others",""
"Female","7"
"Male","5"
"","12"
"Post Graduate Equivalent and Above",""
"Female","3"
"Male","47"
"","50"
"Primary Education (1-5 Class)",""
"Female","1773"
"Male","2014"
"","3787"
"Secondary Level (Class 9-10)",""
"Female","437"
"Male","569"
"","1006"
"SLC and Equivalent",""
"Female","311"
"Male","447"
"","758"
