"Population by Educational Attainment","Number"
"Beginners",""
"Female","942"
"Male","1122"
"","2064"
"Graduate and Equivalent",""
"Female","1341"
"Male","2403"
"","3744"
"Intermediate and Equivalent",""
"Female","3946"
"Male","5118"
"","9064"
"Level not Stated",""
"Female","118"
"Male","111"
"","229"
"Lower Secondary (Class 6-8)",""
"Female","4861"
"Male","5654"
"","10515"
"Non Formal Education",""
"Female","1634"
"Male","1537"
"","3171"
"Others",""
"Female","27"
"Male","20"
"","47"
"Post Graduate Equivalent and Above",""
"Female","359"
"Male","987"
"","1346"
"Primary Education (1-5 Class)",""
"Female","7066"
"Male","7811"
"","14877"
"Secondary Level (Class 9-10)",""
"Female","3731"
"Male","4595"
"","8326"
"SLC and Equivalent",""
"Female","3844"
"Male","5247"
"","9091"
