"Population by Caste Ethinicity","Number"
"Badi",""
"Female","31"
"Male","33"
"","64"
"Brahman - Hill",""
"Female","12453"
"Male","13249"
"","25702"
"Chhantyal/Chhantel",""
"Female","77"
"Male","78"
"","155"
"Chhetri",""
"Female","9380"
"Male","9474"
"","18854"
"Dalit Others",""
"Female","76"
"Male","80"
"","156"
"Damai/Dholi",""
"Female","428"
"Male","447"
"","875"
"Danuwar",""
"Female","30"
"Male","38"
"","68"
"Dhanuk",""
"Female","9"
"Male","15"
"","24"
"Dura",""
"Female","13"
"Male","9"
"","22"
"Dusadh/ Pasawan/ Pasi",""
"Female","10"
"Male","6"
"","16"
"Gaine",""
"Female","8"
"Male","8"
"","16"
"Ghale",""
"Female","149"
"Male","133"
"","282"
"Gharti/Bhujel",""
"Female","87"
"Male","91"
"","178"
"Gurung",""
"Female","1143"
"Male","1135"
"","2278"
"Hajam/Thakur",""
"Female","30"
"Male","68"
"","98"
"Kalwar",""
"Female","19"
"Male","24"
"","43"
"Kami",""
"Female","327"
"Male","381"
"","708"
"Kathabaniyan",""
"Female","5"
"Male","6"
"","11"
"Koiri/Kushwaha",""
"Female","9"
"Male","17"
"","26"
"Kumal",""
"Female","20"
"Male","27"
"","47"
"Limbu",""
"Female","106"
"Male","117"
"","223"
"Lohar",""
"Female","4"
"Male","10"
"","14"
"Magar",""
"Female","1551"
"Male","1560"
"","3111"
"Majhi",""
"Female","65"
"Male","93"
"","158"
"Mallaha",""
"Female","9"
"Male","17"
"","26"
"Musalman",""
"Female","101"
"Male","141"
"","242"
"Newar",""
"Female","6414"
"Male","6221"
"","12635"
"Others",""
"Female","72"
"Male","107"
"","179"
"Rai",""
"Female","774"
"Male","807"
"","1581"
"Rajbansi",""
"Female","6"
"Male","5"
"","11"
"Sanyasi/Dasnami",""
"Female","117"
"Male","133"
"","250"
"Sarki",""
"Female","183"
"Male","186"
"","369"
"Sherpa",""
"Female","159"
"Male","147"
"","306"
"Sunuwar",""
"Female","56"
"Male","56"
"","112"
"Tamang",""
"Female","5683"
"Male","5897"
"","11580"
"Teli",""
"Female","6"
"Male","12"
"","18"
"Terai Others",""
"Female","5"
"Male","10"
"","15"
"Thakali",""
"Female","20"
"Male","19"
"","39"
"Thakuri",""
"Female","269"
"Male","312"
"","581"
"Thami",""
"Female","9"
"Male","5"
"","14"
"Tharu",""
"Female","128"
"Male","166"
"","294"
"Undefined Others",""
"Female","6"
"Male","7"
"","13"
"Yadav",""
"Female","20"
"Male","29"
"","49"
