"Population by Mother tongue","Number"
"Bahing",""
"Female","32"
"Male","23"
"Bangla",""
"Female","27"
"Male","30"
"Bantawa",""
"Female","266"
"Male","216"
"Bhojpuri",""
"Female","92"
"Male","85"
"Bhujel",""
"Female","24"
"Male","24"
"Chamling",""
"Female","318"
"Male","295"
"Danuwar",""
"Female","22"
"Male","18"
"Dhimal",""
"Female","887"
"Male","689"
"Dumi",""
"Female","32"
"Male","29"
"Dungmali",""
"Female","6"
"Male","11"
"Gurung",""
"Female","257"
"Male","231"
"Hindi",""
"Female","24"
"Male","26"
"Khaling",""
"Female","17"
"Male","21"
"Koyee",""
"Female","12"
"Male","13"
"Kulung",""
"Female","96"
"Male","69"
"Limbu",""
"Female","1333"
"Male","1073"
"Magar",""
"Female","344"
"Male","279"
"Maithili",""
"Female","1024"
"Male","994"
"Majhi",""
"Female","332"
"Male","297"
"Mewahang",""
"Female","32"
"Male","17"
"Nachhiring",""
"Female","28"
"Male","14"
"Nepali",""
"Female","10592"
"Male","8869"
"Newar",""
"Female","189"
"Male","166"
"Not Reported",""
"Female","99"
"Male","75"
"Others",""
"Female","78"
"Male","73"
"Rai",""
"Female","459"
"Male","343"
"Rajbanshi",""
"Female","740"
"Male","637"
"Sampang",""
"Female","34"
"Male","38"
"Sanskrit",""
"Female","11"
"Male","9"
"Santhali",""
"Female","834"
"Male","813"
"Sherpa",""
"Female","33"
"Male","32"
"Sunuwar",""
"Female","11"
"Male","17"
"Tamang",""
"Female","621"
"Male","499"
"Thami",""
"Female","17"
"Male","17"
"Tharu",""
"Female","1277"
"Male","1143"
"Thulung",""
"Female","40"
"Male","29"
"Uranw/Urau",""
"Female","153"
"Male","132"
"Urdu",""
"Female","41"
"Male","49"
"Yakkha",""
"Female","63"
"Male","50"
"Yamphu/Yamphe",""
"Female","49"
"Male","42"
