"Population by Educational Attainment","Number"
"Beginners",""
"Female","1129"
"Male","1511"
"","2640"
"Graduate and Equivalent",""
"Female","1010"
"Male","1487"
"","2497"
"Intermediate and Equivalent",""
"Female","3099"
"Male","3148"
"","6247"
"Level not Stated",""
"Female","120"
"Male","146"
"","266"
"Lower Secondary (Class 6-8)",""
"Female","7955"
"Male","8155"
"","16110"
"Non Formal Education",""
"Female","1671"
"Male","1011"
"","2682"
"Others",""
"Female","10"
"Male","8"
"","18"
"Post Graduate Equivalent and Above",""
"Female","194"
"Male","576"
"","770"
"Primary Education (1-5 Class)",""
"Female","11423"
"Male","11927"
"","23350"
"Secondary Level (Class 9-10)",""
"Female","5983"
"Male","5700"
"","11683"
"SLC and Equivalent",""
"Female","4627"
"Male","4854"
"","9481"
