"Population by disability type","Number"
"Blind/low vision",""
"Female","94"
"Male","124"
"","218"
"Deaf/hard of hearing",""
"Female","53"
"Male","65"
"","118"
"Deaf-Blind",""
"Female","10"
"Male","12"
"","22"
"Intellectual disable",""
"Female","24"
"Male","25"
"","49"
"Mental disable",""
"Female","53"
"Male","57"
"","110"
"Multiple disable",""
"Female","39"
"Male","57"
"","96"
"No disability",""
"Female","52435"
"Male","46436"
"","98871"
"Physical",""
"Female","194"
"Male","301"
"","495"
"Speech problem",""
"Female","69"
"Male","101"
"","170"
