"Population by Educational Attainment","Number"
"Beginners",""
"Female","977"
"Male","1104"
"","2081"
"Graduate and Equivalent",""
"Female","95"
"Male","335"
"","430"
"Intermediate and Equivalent",""
"Female","668"
"Male","944"
"","1612"
"Level not Stated",""
"Female","50"
"Male","50"
"","100"
"Lower Secondary (Class 6-8)",""
"Female","5312"
"Male","5340"
"","10652"
"Non Formal Education",""
"Female","1788"
"Male","1975"
"","3763"
"Others",""
"Female","2"
"Male","0"
"","2"
"Post Graduate Equivalent and Above",""
"Female","11"
"Male","77"
"","88"
"Primary Education (1-5 Class)",""
"Female","8868"
"Male","9661"
"","18529"
"Secondary Level (Class 9-10)",""
"Female","3236"
"Male","3257"
"","6493"
"SLC and Equivalent",""
"Female","3145"
"Male","3013"
"","6158"
