"Population by Educational Attainment","Number"
"Beginners",""
"Female","400"
"Male","444"
"Graduate and Equivalent",""
"Female","34"
"Male","171"
"Intermediate and Equivalent",""
"Female","148"
"Male","361"
"Level not Stated",""
"Female","34"
"Male","46"
"Lower Secondary (Class 6-8)",""
"Female","1697"
"Male","2323"
"Non Formal Education",""
"Female","296"
"Male","304"
"Others",""
"Female","8"
"Male","10"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","18"
"Primary Education (1-5 Class)",""
"Female","3470"
"Male","4532"
"Secondary Level (Class 9-10)",""
"Female","1007"
"Male","1423"
"SLC and Equivalent",""
"Female","1026"
"Male","1319"
