"Population by Caste/Ethinicity","Number"
"Badhaee",""
"Female","41"
"Male","33"
"Bangali",""
"Female","6"
"Male","7"
"Bantar/Sardar",""
"Female","531"
"Male","494"
"Baraee",""
"Female","29"
"Male","24"
"Brahman - Hill",""
"Female","202"
"Male","191"
"Brahman - Tarai",""
"Female","6"
"Male","6"
"Chamar/ Harijan/ Ram",""
"Female","307"
"Male","303"
"Chhetri",""
"Female","100"
"Male","98"
"Damai/Dholi",""
"Female","24"
"Male","22"
"Dhanuk",""
"Female","429"
"Male","393"
"Dhimal",""
"Female","38"
"Male","34"
"Dom",""
"Female","37"
"Male","40"
"Dusadh/ Pasawan/ Pasi",""
"Female","24"
"Male","24"
"Gaderi/Bhedihar",""
"Female","21"
"Male","24"
"Gurung",""
"Female","82"
"Male","65"
"Hajam/Thakur",""
"Female","205"
"Male","185"
"Halwai",""
"Female","166"
"Male","158"
"Jhangad/ Dhagar",""
"Female","2243"
"Male","2038"
"Kalwar",""
"Female","11"
"Male","11"
"Kamar",""
"Female","8"
"Male","10"
"Kami",""
"Female","104"
"Male","109"
"Kathabaniyan",""
"Female","8"
"Male","10"
"Kayastha",""
"Female","52"
"Male","42"
"Khatwe",""
"Female","14"
"Male","15"
"Khawas",""
"Female","9"
"Male","10"
"Koiri/Kushwaha",""
"Female","613"
"Male","584"
"Kumal",""
"Female","33"
"Male","23"
"Kumhar",""
"Female","46"
"Male","35"
"Limbu",""
"Female","14"
"Male","9"
"Lohar",""
"Female","18"
"Male","17"
"Magar",""
"Female","113"
"Male","103"
"Majhi",""
"Female","180"
"Male","184"
"Mallaha",""
"Female","92"
"Male","84"
"Marwadi",""
"Female","76"
"Male","86"
"Munda",""
"Female","72"
"Male","58"
"Musahar",""
"Female","1608"
"Male","1521"
"Musalman",""
"Female","1388"
"Male","1307"
"Newar",""
"Female","71"
"Male","54"
"Others",""
"Female","39"
"Male","23"
"Rai",""
"Female","96"
"Male","81"
"Rajbhar",""
"Female","18"
"Male","16"
"Sarbaria",""
"Female","196"
"Male","177"
"Sarki",""
"Female","15"
"Male","10"
"Sonar",""
"Female","17"
"Male","16"
"Sudhi",""
"Female","4"
"Male","7"
"Sunuwar",""
"Female","8"
"Male","7"
"Tamang",""
"Female","13"
"Male","13"
"Tatma/Tatwa",""
"Female","7"
"Male","8"
"Teli",""
"Female","1327"
"Male","1382"
"Terai Others",""
"Female","65"
"Male","57"
"Tharu",""
"Female","5456"
"Male","5148"
"Undefined Others",""
"Female","10"
"Male","10"
"Yadav",""
"Female","1629"
"Male","1565"
