"Population by Mother tongue","Number"
"Bahing",""
"Female","8"
"Male","6"
"Bangla",""
"Female","188"
"Male","220"
"Bantawa",""
"Female","179"
"Male","150"
"Bhojpuri",""
"Female","211"
"Male","251"
"Bhujel",""
"Female","30"
"Male","25"
"Chamling",""
"Female","106"
"Male","88"
"Danuwar",""
"Female","230"
"Male","220"
"Dhimal",""
"Female","694"
"Male","630"
"Doteli",""
"Female","16"
"Male","11"
"Dumi",""
"Female","19"
"Male","12"
"Dungmali",""
"Female","31"
"Male","26"
"Gurung",""
"Female","355"
"Male","306"
"Hindi",""
"Female","194"
"Male","276"
"Kagate",""
"Female","20"
"Male","18"
"Khariya",""
"Female","53"
"Male","57"
"Kisan",""
"Female","375"
"Male","363"
"Kulung",""
"Female","37"
"Male","26"
"Limbu",""
"Female","2147"
"Male","1837"
"Magar",""
"Female","815"
"Male","711"
"Maithili",""
"Female","1826"
"Male","2046"
"Majhi",""
"Female","34"
"Male","43"
"Malpande",""
"Female","39"
"Male","58"
"Meche",""
"Female","1062"
"Male","898"
"Musalman",""
"Female","88"
"Male","77"
"Nachhiring",""
"Female","5"
"Male","7"
"Nepali",""
"Female","37775"
"Male","33123"
"Newar",""
"Female","1065"
"Male","982"
"Not Reported",""
"Female","139"
"Male","124"
"Others",""
"Female","259"
"Male","205"
"Puma",""
"Female","10"
"Male","10"
"Rai",""
"Female","1557"
"Male","1363"
"Rajbanshi",""
"Female","5023"
"Male","4736"
"Rajsthani",""
"Female","419"
"Male","449"
"Sampang",""
"Female","15"
"Male","18"
"Santhali",""
"Female","805"
"Male","828"
"Sherpa",""
"Female","195"
"Male","180"
"Sign Language",""
"Female","11"
"Male","8"
"Sunuwar",""
"Female","77"
"Male","66"
"Tajpuriya",""
"Female","12"
"Male","16"
"Tamang",""
"Female","1531"
"Male","1387"
"Thami",""
"Female","24"
"Male","27"
"Tharu",""
"Female","419"
"Male","416"
"Thulung",""
"Female","10"
"Male","15"
"Uranw/Urau",""
"Female","212"
"Male","214"
"Urdu",""
"Female","405"
"Male","443"
"Yakkha",""
"Female","16"
"Male","24"
