"Population by Educational Attainment","Number"
"Beginners",""
"Female","576"
"Male","737"
"Graduate and Equivalent",""
"Female","244"
"Male","349"
"Intermediate and Equivalent",""
"Female","785"
"Male","749"
"Level not Stated",""
"Female","49"
"Male","47"
"Lower Secondary (Class 6-8)",""
"Female","4764"
"Male","3721"
"Non Formal Education",""
"Female","1013"
"Male","798"
"Others",""
"Female","18"
"Male","19"
"Post Graduate Equivalent and Above",""
"Female","37"
"Male","113"
"Primary Education (1-5 Class)",""
"Female","6562"
"Male","6294"
"Secondary Level (Class 9-10)",""
"Female","2479"
"Male","2172"
"SLC and Equivalent",""
"Female","1832"
"Male","1914"
