"Population by Educational Attainment","Number"
"Beginners",""
"Female","285"
"Male","401"
"","686"
"Graduate and Equivalent",""
"Female","136"
"Male","333"
"","469"
"Intermediate and Equivalent",""
"Female","444"
"Male","732"
"","1176"
"Level not Stated",""
"Female","3"
"Male","4"
"","7"
"Lower Secondary (Class 6-8)",""
"Female","1409"
"Male","1614"
"","3023"
"Non Formal Education",""
"Female","127"
"Male","110"
"","237"
"Others",""
"Female","5"
"Male","7"
"","12"
"Post Graduate Equivalent and Above",""
"Female","24"
"Male","170"
"","194"
"Primary Education (1-5 Class)",""
"Female","2338"
"Male","2557"
"","4895"
"Secondary Level (Class 9-10)",""
"Female","837"
"Male","1225"
"","2062"
"SLC and Equivalent",""
"Female","412"
"Male","618"
"","1030"
