"Population by disability type","Number"
"Blind/low vision",""
"Female","538"
"Male","447"
"","985"
"Deaf/hard of hearing",""
"Female","352"
"Male","425"
"","777"
"Deaf-Blind",""
"Female","68"
"Male","67"
"","135"
"Intellectual disable",""
"Female","58"
"Male","106"
"","164"
"Mental disable",""
"Female","111"
"Male","175"
"","286"
"Multiple disable",""
"Female","127"
"Male","110"
"","237"
"No disability",""
"Female","73082"
"Male","62784"
"","135866"
"Physical",""
"Female","988"
"Male","1095"
"","2083"
"Speech problem",""
"Female","163"
"Male","308"
"","471"
