"Population by Educational Attainment","Number"
"Beginners",""
"Female","2258"
"Male","2499"
"","4757"
"Graduate and Equivalent",""
"Female","225"
"Male","810"
"","1035"
"Intermediate and Equivalent",""
"Female","1187"
"Male","2226"
"","3413"
"Level not Stated",""
"Female","137"
"Male","147"
"","284"
"Lower Secondary (Class 6-8)",""
"Female","8450"
"Male","10839"
"","19289"
"Non Formal Education",""
"Female","1187"
"Male","906"
"","2093"
"Others",""
"Female","34"
"Male","57"
"","91"
"Post Graduate Equivalent and Above",""
"Female","28"
"Male","296"
"","324"
"Primary Education (1-5 Class)",""
"Female","18958"
"Male","20957"
"","39915"
"Secondary Level (Class 9-10)",""
"Female","3433"
"Male","5623"
"","9056"
"SLC and Equivalent",""
"Female","1532"
"Male","2729"
"","4261"
