"Population by Caste Ethinicity","Number"
"Amat",""
"Female","106"
"Male","103"
"","209"
"Badhaee",""
"Female","166"
"Male","171"
"","337"
"Badi",""
"Female","7"
"Male","7"
"","14"
"Bangali",""
"Female","20"
"Male","17"
"","37"
"Bantar/Sardar",""
"Female","615"
"Male","573"
"","1188"
"Bhote",""
"Female","29"
"Male","31"
"","60"
"Brahman - Hill",""
"Female","256"
"Male","240"
"","496"
"Brahman - Tarai",""
"Female","44"
"Male","41"
"","85"
"Chamar/ Harijan/ Ram",""
"Female","400"
"Male","352"
"","752"
"Chhetri",""
"Female","337"
"Male","327"
"","664"
"Damai/Dholi",""
"Female","22"
"Male","19"
"","41"
"Dhanuk",""
"Female","294"
"Male","317"
"","611"
"Dhobi",""
"Female","12"
"Male","14"
"","26"
"Dom",""
"Female","10"
"Male","13"
"","23"
"Dusadh/ Pasawan/ Pasi",""
"Female","265"
"Male","306"
"","571"
"Gaderi/Bhedihar",""
"Female","125"
"Male","98"
"","223"
"Gharti/Bhujel",""
"Female","7"
"Male","8"
"","15"
"Gurung",""
"Female","810"
"Male","837"
"","1647"
"Hajam/Thakur",""
"Female","173"
"Male","168"
"","341"
"Halwai",""
"Female","341"
"Male","396"
"","737"
"Jhangad/ Dhagar",""
"Female","88"
"Male","90"
"","178"
"Kahar",""
"Female","22"
"Male","17"
"","39"
"Kalwar",""
"Female","10"
"Male","25"
"","35"
"Kami",""
"Female","28"
"Male","23"
"","51"
"Kathabaniyan",""
"Female","125"
"Male","157"
"","282"
"Kayastha",""
"Female","15"
"Male","19"
"","34"
"Kewat",""
"Female","706"
"Male","731"
"","1437"
"Khaling",""
"Female","6"
"Male","7"
"","13"
"Khatwe",""
"Female","22"
"Male","19"
"","41"
"Koiri/Kushwaha",""
"Female","644"
"Male","634"
"","1278"
"Kumal",""
"Female","260"
"Male","261"
"","521"
"Kumhar",""
"Female","191"
"Male","171"
"","362"
"Kurmi",""
"Female","17"
"Male","19"
"","36"
"Limbu",""
"Female","11"
"Male","11"
"","22"
"Lohar",""
"Female","21"
"Male","31"
"","52"
"Magar",""
"Female","144"
"Male","160"
"","304"
"Majhi",""
"Female","8"
"Male","9"
"","17"
"Mallaha",""
"Female","159"
"Male","154"
"","313"
"Meche",""
"Female","32"
"Male","26"
"","58"
"Musahar",""
"Female","1032"
"Male","1138"
"","2170"
"Musalman",""
"Female","959"
"Male","981"
"","1940"
"Newar",""
"Female","119"
"Male","100"
"","219"
"Nuniya",""
"Female","153"
"Male","176"
"","329"
"Others",""
"Female","48"
"Male","23"
"","71"
"Pahari",""
"Female","9"
"Male","5"
"","14"
"Punjabi/Sikh",""
"Female","22"
"Male","25"
"","47"
"Rai",""
"Female","35"
"Male","41"
"","76"
"Rajbhar",""
"Female","18"
"Male","17"
"","35"
"Rajput",""
"Female","20"
"Male","24"
"","44"
"Sanyasi/Dasnami",""
"Female","11"
"Male","10"
"","21"
"Sarbaria",""
"Female","20"
"Male","22"
"","42"
"Sarki",""
"Female","6"
"Male","11"
"","17"
"Satar/ Santhal",""
"Female","25"
"Male","19"
"","44"
"Sherpa",""
"Female","11"
"Male","8"
"","19"
"Sonar",""
"Female","14"
"Male","19"
"","33"
"Sudhi",""
"Female","14"
"Male","8"
"","22"
"Sunuwar",""
"Female","17"
"Male","17"
"","34"
"Tamang",""
"Female","22"
"Male","28"
"","50"
"Tatma/Tatwa",""
"Female","155"
"Male","168"
"","323"
"Teli",""
"Female","141"
"Male","146"
"","287"
"Terai Others",""
"Female","1283"
"Male","1373"
"","2656"
"Tharu",""
"Female","3765"
"Male","3661"
"","7426"
"Undefined Others",""
"Female","23"
"Male","18"
"","41"
"Yadav",""
"Female","970"
"Male","1069"
"","2039"
"Yakkha",""
"Female","12"
"Male","17"
"","29"
