"Population by Caste/Ethinicity","Number"
"Baraee",""
"Female","69"
"Male","74"
"Brahman - Hill",""
"Female","264"
"Male","279"
"Brahman - Tarai",""
"Female","1813"
"Male","2078"
"Chamar/ Harijan/ Ram",""
"Female","1008"
"Male","1099"
"Chhetri",""
"Female","18"
"Male","20"
"Dhanuk",""
"Female","662"
"Male","766"
"Dhobi",""
"Female","542"
"Male","620"
"Dhunia",""
"Female","107"
"Male","97"
"Dom",""
"Female","25"
"Male","28"
"Dusadh/ Pasawan/ Pasi",""
"Female","1297"
"Male","1425"
"Hajam/Thakur",""
"Female","350"
"Male","357"
"Halwai",""
"Female","13"
"Male","15"
"Kahar",""
"Female","34"
"Male","33"
"Kalwar",""
"Female","467"
"Male","499"
"Kanu",""
"Female","892"
"Male","925"
"Kathabaniyan",""
"Female","539"
"Male","608"
"Kayastha",""
"Female","98"
"Male","98"
"Kewat",""
"Female","380"
"Male","408"
"Koiri/Kushwaha",""
"Female","1861"
"Male","2104"
"Kumhar",""
"Female","395"
"Male","486"
"Kurmi",""
"Female","1117"
"Male","1236"
"Limbu",""
"Female","12"
"Male","7"
"Lohar",""
"Female","510"
"Male","516"
"Mali",""
"Female","77"
"Male","94"
"Mallaha",""
"Female","2225"
"Male","2462"
"Marwadi",""
"Female","190"
"Male","220"
"Musahar",""
"Female","217"
"Male","245"
"Musalman",""
"Female","758"
"Male","842"
"Nuniya",""
"Female","414"
"Male","483"
"Others",""
"Female","48"
"Male","13"
"Rajput",""
"Female","1833"
"Male","1930"
"Sanyasi/Dasnami",""
"Female","235"
"Male","257"
"Sonar",""
"Female","167"
"Male","176"
"Sudhi",""
"Female","125"
"Male","135"
"Tatma/Tatwa",""
"Female","251"
"Male","255"
"Teli",""
"Female","726"
"Male","764"
"Terai Others",""
"Female","317"
"Male","320"
"Undefined Others",""
"Female","185"
"Male","200"
"Yadav",""
"Female","1306"
"Male","1473"
