"Population by Educational Attainment","Number"
"Beginners",""
"Female","310"
"Male","349"
"","659"
"Graduate and Equivalent",""
"Female","60"
"Male","175"
"","235"
"Intermediate and Equivalent",""
"Female","376"
"Male","488"
"","864"
"Level not Stated",""
"Female","31"
"Male","30"
"","61"
"Lower Secondary (Class 6-8)",""
"Female","2384"
"Male","2410"
"","4794"
"Non Formal Education",""
"Female","340"
"Male","461"
"","801"
"Others",""
"Female","3"
"Male","2"
"","5"
"Post Graduate Equivalent and Above",""
"Female","11"
"Male","38"
"","49"
"Primary Education (1-5 Class)",""
"Female","3751"
"Male","4055"
"","7806"
"Secondary Level (Class 9-10)",""
"Female","1678"
"Male","1646"
"","3324"
"SLC and Equivalent",""
"Female","1140"
"Male","1194"
"","2334"
