"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","986"
"Male","883"
"Bangali",""
"Female","23"
"Male","20"
"Bhote",""
"Female","693"
"Male","676"
"Brahman - Hill",""
"Female","4873"
"Male","4482"
"Chhetri",""
"Female","39772"
"Male","37790"
"Dalit Others",""
"Female","651"
"Male","572"
"Damai/Dholi",""
"Female","2997"
"Male","2691"
"Dhanuk",""
"Female","12"
"Male","5"
"Gurung",""
"Female","14"
"Male","15"
"Kami",""
"Female","6760"
"Male","6325"
"Kumal",""
"Female","236"
"Male","201"
"Limbu",""
"Female","116"
"Male","78"
"Lohar",""
"Female","2637"
"Male","2534"
"Magar",""
"Female","51"
"Male","39"
"Mallaha",""
"Female","43"
"Male","50"
"Musalman",""
"Female","49"
"Male","43"
"Newar",""
"Female","13"
"Male","27"
"Others",""
"Female","133"
"Male","183"
"Sanyasi/Dasnami",""
"Female","1687"
"Male","1530"
"Sarki",""
"Female","3400"
"Male","3302"
"Tamang",""
"Female","46"
"Male","50"
"Teli",""
"Female","138"
"Male","124"
"Terai Others",""
"Female","50"
"Male","36"
"Thakuri",""
"Female","3619"
"Male","3324"
"Tharu",""
"Female","77"
"Male","98"
