"Population by Mother tongue","Number"
"Avadhi",""
"Female","8"
"Male","10"
"","18"
"Bahing",""
"Female","10"
"Male","12"
"","22"
"Bajjika",""
"Female","4"
"Male","7"
"","11"
"Bangla",""
"Female","6"
"Male","7"
"","13"
"Bantawa",""
"Female","14"
"Male","16"
"","30"
"Bhojpuri",""
"Female","138"
"Male","255"
"","393"
"Bhujel",""
"Female","9"
"Male","3"
"","12"
"Chamling",""
"Female","19"
"Male","16"
"","35"
"Danuwar",""
"Female","3"
"Male","8"
"","11"
"Darai",""
"Female","5"
"Male","7"
"","12"
"Dhimal",""
"Female","6"
"Male","8"
"","14"
"Doteli",""
"Female","34"
"Male","37"
"","71"
"English",""
"Female","3"
"Male","11"
"","14"
"Gurung",""
"Female","89"
"Male","64"
"","153"
"Hindi",""
"Female","43"
"Male","108"
"","151"
"Khaling",""
"Female","10"
"Male","7"
"","17"
"Kulung",""
"Female","8"
"Male","8"
"","16"
"Limbu",""
"Female","121"
"Male","133"
"","254"
"Magar",""
"Female","418"
"Male","425"
"","843"
"Maithili",""
"Female","439"
"Male","879"
"","1318"
"Majhi",""
"Female","7"
"Male","5"
"","12"
"Nepali",""
"Female","18274"
"Male","18110"
"","36384"
"Newar",""
"Female","8586"
"Male","7930"
"","16516"
"Not Reported",""
"Female","35"
"Male","25"
"","60"
"Others",""
"Female","54"
"Male","57"
"","111"
"Rai",""
"Female","309"
"Male","283"
"","592"
"Rajbanshi",""
"Female","9"
"Male","14"
"","23"
"Sherpa",""
"Female","39"
"Male","29"
"","68"
"Sunuwar",""
"Female","42"
"Male","57"
"","99"
"Tamang",""
"Female","1997"
"Male","2053"
"","4050"
"Tharu",""
"Female","197"
"Male","298"
"","495"
"Thulung",""
"Female","19"
"Male","16"
"","35"
"Urdu",""
"Female","64"
"Male","76"
"","140"
"Wambule",""
"Female","69"
"Male","82"
"","151"
"Yamphu/Yamphe",""
"Female","13"
"Male","15"
"","28"
