"Population by Educational Attainment","Number"
"Beginners",""
"Female","629"
"Male","709"
"","1338"
"Graduate and Equivalent",""
"Female","1229"
"Male","2172"
"","3401"
"Intermediate and Equivalent",""
"Female","3015"
"Male","3792"
"","6807"
"Level not Stated",""
"Female","115"
"Male","96"
"","211"
"Lower Secondary (Class 6-8)",""
"Female","3580"
"Male","4161"
"","7741"
"Non Formal Education",""
"Female","1332"
"Male","1143"
"","2475"
"Others",""
"Female","32"
"Male","26"
"","58"
"Post Graduate Equivalent and Above",""
"Female","313"
"Male","935"
"","1248"
"Primary Education (1-5 Class)",""
"Female","4967"
"Male","5438"
"","10405"
"Secondary Level (Class 9-10)",""
"Female","2694"
"Male","3355"
"","6049"
"SLC and Equivalent",""
"Female","3562"
"Male","4503"
"","8065"
