"Population by Educational Attainment","Number"
"Beginners",""
"Female","219"
"Male","221"
"Graduate and Equivalent",""
"Female","53"
"Male","101"
"Intermediate and Equivalent",""
"Female","324"
"Male","330"
"Level not Stated",""
"Female","14"
"Male","14"
"Lower Secondary (Class 6-8)",""
"Female","1282"
"Male","1588"
"Non Formal Education",""
"Female","649"
"Male","615"
"Others",""
"Female","5"
"Male","12"
"Post Graduate Equivalent and Above",""
"Female","9"
"Male","59"
"Primary Education (1-5 Class)",""
"Female","3468"
"Male","4107"
"Secondary Level (Class 9-10)",""
"Female","586"
"Male","795"
"SLC and Equivalent",""
"Female","454"
"Male","670"
