"Population by Educational Attainment","Number"
"Beginners",""
"Female","874"
"Male","1118"
"","1992"
"Graduate and Equivalent",""
"Female","271"
"Male","652"
"","923"
"Intermediate and Equivalent",""
"Female","816"
"Male","1323"
"","2139"
"Level not Stated",""
"Female","123"
"Male","138"
"","261"
"Lower Secondary (Class 6-8)",""
"Female","3108"
"Male","5239"
"","8347"
"Non Formal Education",""
"Female","279"
"Male","232"
"","511"
"Others",""
"Female","30"
"Male","22"
"","52"
"Post Graduate Equivalent and Above",""
"Female","55"
"Male","214"
"","269"
"Primary Education (1-5 Class)",""
"Female","8383"
"Male","10469"
"","18852"
"Secondary Level (Class 9-10)",""
"Female","1390"
"Male","2934"
"","4324"
"SLC and Equivalent",""
"Female","1219"
"Male","1691"
"","2910"
