"Population by Educational Attainment","Number"
"Beginners",""
"Female","9034"
"Male","10300"
"Graduate and Equivalent",""
"Female","5367"
"Male","12715"
"Intermediate and Equivalent",""
"Female","15938"
"Male","21606"
"Level not Stated",""
"Female","997"
"Male","1011"
"Lower Secondary (Class 6-8)",""
"Female","60694"
"Male","66220"
"Non Formal Education",""
"Female","13554"
"Male","13452"
"Others",""
"Female","71"
"Male","110"
"Post Graduate Equivalent and Above",""
"Female","1165"
"Male","4082"
"Primary Education (1-5 Class)",""
"Female","104735"
"Male","117706"
"Secondary Level (Class 9-10)",""
"Female","40889"
"Male","43987"
"SLC and Equivalent",""
"Female","38688"
"Male","41290"
