"Population by Educational Attainment","Number"
"Beginners",""
"Female","260"
"Male","245"
"Graduate and Equivalent",""
"Female","6"
"Male","25"
"Intermediate and Equivalent",""
"Female","60"
"Male","122"
"Level not Stated",""
"Female","9"
"Male","5"
"Lower Secondary (Class 6-8)",""
"Female","692"
"Male","920"
"Non Formal Education",""
"Female","655"
"Male","394"
"Others",""
"Female","6"
"Male","3"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","2"
"Primary Education (1-5 Class)",""
"Female","2763"
"Male","2928"
"Secondary Level (Class 9-10)",""
"Female","226"
"Male","328"
"SLC and Equivalent",""
"Female","108"
"Male","180"
