"Population by Mother tongue","Number"
"Avadhi",""
"Female","5"
"Male","7"
"Bajjika",""
"Female","12"
"Male","15"
"Bangla",""
"Female","16"
"Male","38"
"Bhojpuri",""
"Female","351"
"Male","396"
"Bhujel",""
"Female","29"
"Male","34"
"Chamling",""
"Female","12"
"Male","16"
"Danuwar",""
"Female","1019"
"Male","867"
"Doteli",""
"Female","156"
"Male","170"
"Gurung",""
"Female","167"
"Male","144"
"Hariyanwi",""
"Female","60"
"Male","47"
"Hindi",""
"Female","494"
"Male","476"
"Jero/Jerung",""
"Female","25"
"Male","20"
"Lhomi",""
"Female","21"
"Male","11"
"Limbu",""
"Female","43"
"Male","41"
"Magahi",""
"Female","11747"
"Male","11346"
"Magar",""
"Female","3630"
"Male","3434"
"Maithili",""
"Female","322107"
"Male","324958"
"Majhi",""
"Female","386"
"Male","372"
"Meche",""
"Female","66"
"Male","64"
"Nepali",""
"Female","16787"
"Male","16427"
"Newar",""
"Female","1026"
"Male","1023"
"Not Reported",""
"Female","2586"
"Male","2669"
"Others",""
"Female","376"
"Male","301"
"Rai",""
"Female","188"
"Male","177"
"Rajsthani",""
"Female","278"
"Male","292"
"Sherpa",""
"Female","34"
"Male","31"
"Sign Language",""
"Female","11"
"Male","8"
"Sunuwar",""
"Female","823"
"Male","743"
"Tamang",""
"Female","4008"
"Male","3883"
"Tharu",""
"Female","186"
"Male","187"
"Uranw/Urau",""
"Female","182"
"Male","187"
"Urdu",""
"Female","9257"
"Male","8968"
"Yakkha",""
"Female","124"
"Male","118"
