"Population by Caste/Ethinicity","Number"
"Amat",""
"Female","342"
"Male","384"
"Badhaee",""
"Female","1192"
"Male","1274"
"Badi",""
"Female","98"
"Male","103"
"Bangali",""
"Female","326"
"Male","384"
"Bantar/Sardar",""
"Female","398"
"Male","363"
"Baraee",""
"Female","6755"
"Male","6634"
"Bhote",""
"Female","212"
"Male","174"
"Bin",""
"Female","10835"
"Male","9946"
"Brahman - Hill",""
"Female","5068"
"Male","5149"
"Brahman - Tarai",""
"Female","10705"
"Male","11542"
"Chamar/ Harijan/ Ram",""
"Female","14385"
"Male","14025"
"Chamling",""
"Female","5"
"Male","7"
"Chepang /Praja",""
"Female","9"
"Male","6"
"Chhetri",""
"Female","4987"
"Male","4827"
"Dalit Others",""
"Female","163"
"Male","131"
"Damai/Dholi",""
"Female","726"
"Male","704"
"Danuwar",""
"Female","3266"
"Male","2922"
"Dev",""
"Female","8"
"Male","7"
"Dhankar/ Dharikar",""
"Female","280"
"Male","282"
"Dhanuk",""
"Female","18952"
"Male","18780"
"Dhimal",""
"Female","5"
"Male","7"
"Dhobi",""
"Female","3101"
"Male","3132"
"Dhunia",""
"Female","642"
"Male","631"
"Dom",""
"Female","603"
"Male","614"
"Dusadh/ Pasawan/ Pasi",""
"Female","9388"
"Male","9172"
"Gaderi/Bhedihar",""
"Female","2363"
"Male","2208"
"Gharti/Bhujel",""
"Female","573"
"Male","583"
"Gurung",""
"Female","196"
"Male","172"
"Hajam/Thakur",""
"Female","5498"
"Male","5419"
"Halkhor",""
"Female","494"
"Male","522"
"Halwai",""
"Female","5385"
"Male","5611"
"Jhangad/ Dhagar",""
"Female","243"
"Male","254"
"Kahar",""
"Female","8"
"Male","4"
"Kalar",""
"Female","8"
"Male","12"
"Kalwar",""
"Female","3705"
"Male","3935"
"Kami",""
"Female","2154"
"Male","2187"
"Kanu",""
"Female","645"
"Male","718"
"Kathabaniyan",""
"Female","3079"
"Male","3203"
"Kayastha",""
"Female","2993"
"Male","3162"
"Kewat",""
"Female","23550"
"Male","22414"
"Khatwe",""
"Female","8742"
"Male","8456"
"Koiri/Kushwaha",""
"Female","18444"
"Male","19721"
"Kumal",""
"Female","591"
"Male","579"
"Kumhar",""
"Female","3674"
"Male","3805"
"Kurmi",""
"Female","4699"
"Male","4872"
"Lhomi",""
"Female","21"
"Male","11"
"Limbu",""
"Female","64"
"Male","55"
"Lohar",""
"Female","2318"
"Male","2502"
"Magar",""
"Female","4381"
"Male","4218"
"Majhi",""
"Female","778"
"Male","748"
"Mali",""
"Female","912"
"Male","941"
"Mallaha",""
"Female","4830"
"Male","4793"
"Marwadi",""
"Female","484"
"Male","511"
"Meche",""
"Female","66"
"Male","64"
"Musahar",""
"Female","9881"
"Male","10023"
"Musalman",""
"Female","32657"
"Male","30987"
"Natuwa",""
"Female","172"
"Male","173"
"Newar",""
"Female","2254"
"Male","2222"
"Nuniya",""
"Female","2733"
"Male","2751"
"Others",""
"Female","639"
"Male","404"
"Pahari",""
"Female","7"
"Male","6"
"Pattharkatta/ Kushwadiya",""
"Female","15"
"Male","15"
"Punjabi/Sikh",""
"Female","470"
"Male","514"
"Rai",""
"Female","368"
"Male","338"
"Rajbansi",""
"Female","30"
"Male","29"
"Rajbhar",""
"Female","43"
"Male","45"
"Rajput",""
"Female","1640"
"Male","1792"
"Raute",""
"Female","30"
"Male","26"
"Sanyasi/Dasnami",""
"Female","726"
"Male","701"
"Sarbaria",""
"Female","154"
"Male","150"
"Sarki",""
"Female","752"
"Male","604"
"Satar/ Santhal",""
"Female","17"
"Male","16"
"Sherpa",""
"Female","36"
"Male","33"
"Sonar",""
"Female","3844"
"Male","4058"
"Sudhi",""
"Female","15941"
"Male","16854"
"Sunuwar",""
"Female","976"
"Male","888"
"Tamang",""
"Female","4785"
"Male","4620"
"Tatma/Tatwa",""
"Female","13384"
"Male","12610"
"Teli",""
"Female","19087"
"Male","20085"
"Terai Others",""
"Female","4926"
"Male","4590"
"Thakuri",""
"Female","165"
"Male","135"
"Tharu",""
"Female","2231"
"Male","2132"
"Undefined Others",""
"Female","273"
"Male","257"
"Yadav",""
"Female","64503"
"Male","67414"
"Yakkha",""
"Female","124"
"Male","118"
