"Population by Caste/Ethinicity","Number"
"Bote",""
"Female","46"
"Male","40"
"Brahman - Hill",""
"Female","4152"
"Male","2974"
"Chhetri",""
"Female","500"
"Male","383"
"Damai/Dholi",""
"Female","633"
"Male","424"
"Gharti/Bhujel",""
"Female","329"
"Male","233"
"Gurung",""
"Female","179"
"Male","153"
"Kami",""
"Female","1281"
"Male","921"
"Khawas",""
"Female","99"
"Male","74"
"Kumal",""
"Female","528"
"Male","430"
"Magar",""
"Female","3911"
"Male","2911"
"Majhi",""
"Female","42"
"Male","21"
"Musalman",""
"Female","28"
"Male","27"
"Newar",""
"Female","1054"
"Male","774"
"Others",""
"Female","25"
"Male","19"
"Sanyasi/Dasnami",""
"Female","223"
"Male","155"
"Sarki",""
"Female","626"
"Male","486"
"Tamang",""
"Female","53"
"Male","37"
"Thakuri",""
"Female","1261"
"Male","932"
"Tharu",""
"Female","6"
"Male","36"
