"Population by Educational Attainment","Number"
"Beginners",""
"Female","863"
"Male","783"
"Graduate and Equivalent",""
"Female","15"
"Male","117"
"Intermediate and Equivalent",""
"Female","243"
"Male","562"
"Level not Stated",""
"Female","20"
"Male","18"
"Lower Secondary (Class 6-8)",""
"Female","1646"
"Male","2061"
"Non Formal Education",""
"Female","306"
"Male","267"
"Others",""
"Female","7"
"Male","5"
"Post Graduate Equivalent and Above",""
"Female","2"
"Male","22"
"Primary Education (1-5 Class)",""
"Female","4051"
"Male","4429"
"Secondary Level (Class 9-10)",""
"Female","691"
"Male","1084"
"SLC and Equivalent",""
"Female","421"
"Male","883"
