"Population by Single Year of Age","Number"
"0",""
"Female","569"
"Male","600"
"1",""
"Female","388"
"Male","345"
"10",""
"Female","612"
"Male","577"
"11",""
"Female","439"
"Male","408"
"12",""
"Female","607"
"Male","660"
"13",""
"Female","452"
"Male","454"
"14",""
"Female","494"
"Male","478"
"15",""
"Female","439"
"Male","416"
"16",""
"Female","455"
"Male","421"
"17",""
"Female","318"
"Male","252"
"18",""
"Female","452"
"Male","435"
"19",""
"Female","248"
"Male","278"
"2",""
"Female","554"
"Male","573"
"20",""
"Female","352"
"Male","272"
"21",""
"Female","298"
"Male","258"
"22",""
"Female","344"
"Male","316"
"23",""
"Female","285"
"Male","215"
"24",""
"Female","246"
"Male","231"
"25",""
"Female","386"
"Male","257"
"26",""
"Female","268"
"Male","223"
"27",""
"Female","189"
"Male","172"
"28",""
"Female","303"
"Male","246"
"29",""
"Female","143"
"Male","151"
"3",""
"Female","630"
"Male","573"
"30",""
"Female","361"
"Male","305"
"31",""
"Female","106"
"Male","95"
"32",""
"Female","202"
"Male","191"
"33",""
"Female","126"
"Male","150"
"34",""
"Female","143"
"Male","119"
"35",""
"Female","422"
"Male","328"
"36",""
"Female","149"
"Male","183"
"37",""
"Female","89"
"Male","93"
"38",""
"Female","157"
"Male","144"
"39",""
"Female","107"
"Male","113"
"4",""
"Female","624"
"Male","600"
"40",""
"Female","344"
"Male","306"
"41",""
"Female","79"
"Male","107"
"42",""
"Female","134"
"Male","156"
"43",""
"Female","76"
"Male","79"
"44",""
"Female","58"
"Male","71"
"45",""
"Female","289"
"Male","264"
"46",""
"Female","75"
"Male","96"
"47",""
"Female","60"
"Male","72"
"48",""
"Female","131"
"Male","155"
"49",""
"Female","60"
"Male","74"
"5",""
"Female","638"
"Male","640"
"50",""
"Female","227"
"Male","249"
"51",""
"Female","44"
"Male","77"
"52",""
"Female","64"
"Male","127"
"53",""
"Female","54"
"Male","68"
"54",""
"Female","44"
"Male","49"
"55",""
"Female","170"
"Male","198"
"56",""
"Female","70"
"Male","76"
"57",""
"Female","32"
"Male","54"
"58",""
"Female","58"
"Male","107"
"59",""
"Female","35"
"Male","57"
"6",""
"Female","650"
"Male","617"
"60",""
"Female","228"
"Male","181"
"61",""
"Female","65"
"Male","56"
"62",""
"Female","71"
"Male","60"
"63",""
"Female","34"
"Male","51"
"64",""
"Female","32"
"Male","26"
"65",""
"Female","138"
"Male","109"
"66",""
"Female","34"
"Male","49"
"67",""
"Female","15"
"Male","34"
"68",""
"Female","28"
"Male","60"
"69",""
"Female","12"
"Male","20"
"7",""
"Female","557"
"Male","496"
"70",""
"Female","83"
"Male","81"
"71",""
"Female","14"
"Male","20"
"72",""
"Female","17"
"Male","24"
"73",""
"Female","6"
"Male","16"
"74",""
"Female","3"
"Male","7"
"75",""
"Female","32"
"Male","41"
"76",""
"Female","5"
"Male","5"
"77",""
"Female","7"
"Male","2"
"78",""
"Female","8"
"Male","9"
"79",""
"Female","0"
"Male","6"
"8",""
"Female","646"
"Male","617"
"80",""
"Female","23"
"Male","19"
"81",""
"Female","2"
"Male","5"
"82",""
"Female","3"
"Male","5"
"83",""
"Female","4"
"Male","2"
"84",""
"Female","2"
"Male","6"
"85",""
"Female","21"
"Male","25"
"9",""
"Female","502"
"Male","491"
