"Population by Educational Attainment","Number"
"Beginners",""
"Female","25"
"Male","29"
"","54"
"Graduate and Equivalent",""
"Female","1"
"Male","16"
"","17"
"Intermediate and Equivalent",""
"Female","47"
"Male","72"
"","119"
"Level not Stated",""
"Female","1"
"Male","1"
"","2"
"Lower Secondary (Class 6-8)",""
"Female","103"
"Male","165"
"","268"
"Non Formal Education",""
"Female","114"
"Male","183"
"","297"
"Others",""
"Female","3"
"Male","3"
"","6"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","5"
"","5"
"Primary Education (1-5 Class)",""
"Female","189"
"Male","289"
"","478"
"Secondary Level (Class 9-10)",""
"Female","40"
"Male","52"
"","92"
"SLC and Equivalent",""
"Female","34"
"Male","70"
"","104"
