"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","78"
"Male","136"
"","214"
"Doteli",""
"Female","5"
"Male","6"
"","11"
"Ghale",""
"Female","82"
"Male","83"
"","165"
"Gurung",""
"Female","561"
"Male","504"
"","1065"
"Hindi",""
"Female","36"
"Male","103"
"","139"
"Hyolmo/Yholmo",""
"Female","174"
"Male","178"
"","352"
"Kumal",""
"Female","628"
"Male","562"
"","1190"
"Lapcha",""
"Female","1231"
"Male","1258"
"","2489"
"Magar",""
"Female","257"
"Male","215"
"","472"
"Maithili",""
"Female","132"
"Male","249"
"","381"
"Nepali",""
"Female","79440"
"Male","70987"
"","150427"
"Newar",""
"Female","2811"
"Male","2674"
"","5485"
"Not Reported",""
"Female","302"
"Male","299"
"","601"
"Others",""
"Female","242"
"Male","243"
"","485"
"Rai",""
"Female","558"
"Male","477"
"","1035"
"Sanskrit",""
"Female","7"
"Male","6"
"","13"
"Sherpa",""
"Female","209"
"Male","226"
"","435"
"Tamang",""
"Female","57483"
"Male","53125"
"","110608"
"Tharu",""
"Female","8"
"Male","4"
"","12"
"Urdu",""
"Female","94"
"Male","102"
"","196"
