"Population by disability type","Number"
"Blind/low vision",""
"Female","475"
"Male","503"
"","978"
"Deaf/hard of hearing",""
"Female","275"
"Male","301"
"","576"
"Deaf-Blind",""
"Female","40"
"Male","49"
"","89"
"Intellectual disable",""
"Female","58"
"Male","91"
"","149"
"Mental disable",""
"Female","133"
"Male","126"
"","259"
"Multiple disable",""
"Female","183"
"Male","215"
"","398"
"No disability",""
"Female","142243"
"Male","128862"
"","271105"
"Physical",""
"Female","698"
"Male","998"
"","1696"
"Speech problem",""
"Female","233"
"Male","292"
"","525"
