"Population by Educational Attainment","Number"
"Beginners",""
"Female","2602"
"Male","2947"
"","5549"
"Graduate and Equivalent",""
"Female","776"
"Male","1445"
"","2221"
"Intermediate and Equivalent",""
"Female","3245"
"Male","3719"
"","6964"
"Level not Stated",""
"Female","838"
"Male","1133"
"","1971"
"Lower Secondary (Class 6-8)",""
"Female","15429"
"Male","16803"
"","32232"
"Non Formal Education",""
"Female","5504"
"Male","6675"
"","12179"
"Others",""
"Female","36"
"Male","81"
"","117"
"Post Graduate Equivalent and Above",""
"Female","105"
"Male","400"
"","505"
"Primary Education (1-5 Class)",""
"Female","29211"
"Male","33816"
"","63027"
"Secondary Level (Class 9-10)",""
"Female","8365"
"Male","9065"
"","17430"
"SLC and Equivalent",""
"Female","5085"
"Male","6598"
"","11683"
