"Population by Educational Attainment","Number"
"Beginners",""
"Female","281"
"Male","343"
"","624"
"Graduate and Equivalent",""
"Female","245"
"Male","543"
"","788"
"Intermediate and Equivalent",""
"Female","656"
"Male","1033"
"","1689"
"Level not Stated",""
"Female","77"
"Male","106"
"","183"
"Lower Secondary (Class 6-8)",""
"Female","2215"
"Male","3028"
"","5243"
"Non Formal Education",""
"Female","318"
"Male","356"
"","674"
"Others",""
"Female","11"
"Male","28"
"","39"
"Post Graduate Equivalent and Above",""
"Female","27"
"Male","85"
"","112"
"Primary Education (1-5 Class)",""
"Female","4860"
"Male","5915"
"","10775"
"Secondary Level (Class 9-10)",""
"Female","1403"
"Male","2135"
"","3538"
"SLC and Equivalent",""
"Female","1045"
"Male","1661"
"","2706"
