"Population by Educational Attainment","Number"
"Beginners",""
"Female","438"
"Male","388"
"","826"
"Graduate and Equivalent",""
"Female","82"
"Male","365"
"","447"
"Intermediate and Equivalent",""
"Female","457"
"Male","687"
"","1144"
"Level not Stated",""
"Female","21"
"Male","28"
"","49"
"Lower Secondary (Class 6-8)",""
"Female","2450"
"Male","2808"
"","5258"
"Non Formal Education",""
"Female","497"
"Male","226"
"","723"
"Others",""
"Female","11"
"Male","11"
"","22"
"Post Graduate Equivalent and Above",""
"Female","17"
"Male","166"
"","183"
"Primary Education (1-5 Class)",""
"Female","4564"
"Male","4873"
"","9437"
"Secondary Level (Class 9-10)",""
"Female","1275"
"Male","1699"
"","2974"
"SLC and Equivalent",""
"Female","737"
"Male","1104"
"","1841"
