"Population by disability type","Number"
"Blind/low vision",""
"Female","44"
"Male","39"
"","83"
"Deaf/hard of hearing",""
"Female","31"
"Male","34"
"","65"
"Deaf-Blind",""
"Female","4"
"Male","4"
"","8"
"Intellectual disable",""
"Female","8"
"Male","1"
"","9"
"Mental disable",""
"Female","10"
"Male","13"
"","23"
"Multiple disable",""
"Female","18"
"Male","20"
"","38"
"No disability",""
"Female","9837"
"Male","8514"
"","18351"
"Physical",""
"Female","95"
"Male","118"
"","213"
"Speech problem",""
"Female","26"
"Male","33"
"","59"
