"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","71"
"Male","54"
"Brahman - Hill",""
"Female","9392"
"Male","7880"
"Chamar/ Harijan/ Ram",""
"Female","40"
"Male","43"
"Chhantyal/Chhantel",""
"Female","9"
"Male","5"
"Chhetri",""
"Female","3376"
"Male","2550"
"Dalit Others",""
"Female","7"
"Male","8"
"Damai/Dholi",""
"Female","847"
"Male","699"
"Dusadh/ Pasawan/ Pasi",""
"Female","38"
"Male","26"
"Gaine",""
"Female","33"
"Male","39"
"Gharti/Bhujel",""
"Female","11"
"Male","8"
"Gurung",""
"Female","233"
"Male","172"
"Hajam/Thakur",""
"Female","33"
"Male","26"
"Halwai",""
"Female","14"
"Male","17"
"Kahar",""
"Female","6"
"Male","6"
"Kalwar",""
"Female","5"
"Male","9"
"Kami",""
"Female","2325"
"Male","1938"
"Kathabaniyan",""
"Female","38"
"Male","40"
"Kewat",""
"Female","48"
"Male","37"
"Koiri/Kushwaha",""
"Female","13"
"Male","19"
"Kumal",""
"Female","226"
"Male","215"
"Kumhar",""
"Female","6"
"Male","8"
"Kurmi",""
"Female","11"
"Male","12"
"Lodh",""
"Female","58"
"Male","49"
"Magar",""
"Female","5689"
"Male","4527"
"Majhi",""
"Female","18"
"Male","25"
"Mallaha",""
"Female","297"
"Male","318"
"Musahar",""
"Female","32"
"Male","37"
"Musalman",""
"Female","83"
"Male","109"
"Newar",""
"Female","495"
"Male","445"
"Others",""
"Female","19"
"Male","19"
"Pattharkatta/ Kushwadiya",""
"Female","10"
"Male","8"
"Rai",""
"Female","27"
"Male","20"
"Sanyasi/Dasnami",""
"Female","190"
"Male","164"
"Sarki",""
"Female","439"
"Male","357"
"Sunuwar",""
"Female","19"
"Male","19"
"Tamang",""
"Female","32"
"Male","21"
"Teli",""
"Female","7"
"Male","11"
"Terai Others",""
"Female","14"
"Male","26"
"Thakali",""
"Female","11"
"Male","12"
"Thakuri",""
"Female","451"
"Male","333"
"Tharu",""
"Female","5500"
"Male","5079"
"Yadav",""
"Female","121"
"Male","138"
