"Population by Educational Attainment","Number"
"Beginners",""
"Female","673"
"Male","812"
"Graduate and Equivalent",""
"Female","295"
"Male","495"
"Intermediate and Equivalent",""
"Female","1233"
"Male","1110"
"Level not Stated",""
"Female","94"
"Male","80"
"Lower Secondary (Class 6-8)",""
"Female","4745"
"Male","4394"
"Non Formal Education",""
"Female","1154"
"Male","855"
"Others",""
"Female","12"
"Male","16"
"Post Graduate Equivalent and Above",""
"Female","38"
"Male","171"
"Primary Education (1-5 Class)",""
"Female","6917"
"Male","7294"
"Secondary Level (Class 9-10)",""
"Female","3081"
"Male","2721"
"SLC and Equivalent",""
"Female","2306"
"Male","2214"
