"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","155"
"Male","154"
"Bangali",""
"Female","23"
"Male","24"
"Brahman - Hill",""
"Female","3549"
"Male","2962"
"Brahman - Tarai",""
"Female","7"
"Male","7"
"Chamar/ Harijan/ Ram",""
"Female","5"
"Male","6"
"Chhetri",""
"Female","8068"
"Male","6963"
"Dalit Others",""
"Female","24"
"Male","14"
"Damai/Dholi",""
"Female","1028"
"Male","856"
"Gurung",""
"Female","54"
"Male","30"
"Hajam/Thakur",""
"Female","45"
"Male","45"
"Halwai",""
"Female","25"
"Male","34"
"Kami",""
"Female","3790"
"Male","3242"
"Kathabaniyan",""
"Female","6"
"Male","5"
"Khawas",""
"Female","7"
"Male","4"
"Koche",""
"Female","14"
"Male","10"
"Kumal",""
"Female","33"
"Male","32"
"Kurmi",""
"Female","10"
"Male","9"
"Lohar",""
"Female","268"
"Male","225"
"Magar",""
"Female","1282"
"Male","1190"
"Musalman",""
"Female","20"
"Male","25"
"Newar",""
"Female","84"
"Male","74"
"Others",""
"Female","34"
"Male","19"
"Rajbansi",""
"Female","12"
"Male","10"
"Raji",""
"Female","168"
"Male","144"
"Sanyasi/Dasnami",""
"Female","205"
"Male","204"
"Sarki",""
"Female","415"
"Male","373"
"Tamang",""
"Female","80"
"Male","46"
"Terai Others",""
"Female","25"
"Male","26"
"Thakuri",""
"Female","1296"
"Male","1092"
"Tharu",""
"Female","8455"
"Male","8285"
"Yadav",""
"Female","6"
"Male","11"
