"Population by Educational Attainment","Number"
"Beginners",""
"Female","142"
"Male","188"
"Graduate and Equivalent",""
"Female","20"
"Male","61"
"Intermediate and Equivalent",""
"Female","112"
"Male","166"
"Level not Stated",""
"Female","18"
"Male","15"
"Lower Secondary (Class 6-8)",""
"Female","1184"
"Male","1179"
"Non Formal Education",""
"Female","314"
"Male","311"
"Others",""
"Female","2"
"Male","4"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","15"
"Primary Education (1-5 Class)",""
"Female","2433"
"Male","2520"
"Secondary Level (Class 9-10)",""
"Female","480"
"Male","565"
"SLC and Equivalent",""
"Female","321"
"Male","365"
