"Population by Educational Attainment","Number"
"Beginners",""
"Female","91"
"Male","103"
"Graduate and Equivalent",""
"Female","5"
"Male","23"
"Intermediate and Equivalent",""
"Female","72"
"Male","97"
"Level not Stated",""
"Female","9"
"Male","13"
"Lower Secondary (Class 6-8)",""
"Female","754"
"Male","811"
"Non Formal Education",""
"Female","240"
"Male","219"
"Others",""
"Female","3"
"Male","4"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","5"
"Primary Education (1-5 Class)",""
"Female","1473"
"Male","1512"
"Secondary Level (Class 9-10)",""
"Female","254"
"Male","303"
"SLC and Equivalent",""
"Female","182"
"Male","272"
