"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","9"
"Male","7"
"Bangali",""
"Female","16"
"Male","16"
"Bantaba",""
"Female","7"
"Male","10"
"Bantar/Sardar",""
"Female","3"
"Male","14"
"Brahman - Hill",""
"Female","4079"
"Male","4294"
"Brahman - Tarai",""
"Female","19"
"Male","33"
"Chamar/ Harijan/ Ram",""
"Female","8"
"Male","11"
"Chamling",""
"Female","32"
"Male","25"
"Chhetri",""
"Female","9065"
"Male","8770"
"Dalit Others",""
"Female","125"
"Male","112"
"Damai/Dholi",""
"Female","236"
"Male","205"
"Danuwar",""
"Female","23"
"Male","38"
"Darai",""
"Female","5"
"Male","7"
"Dhanuk",""
"Female","20"
"Male","51"
"Dhimal",""
"Female","9"
"Male","15"
"Ghale",""
"Female","20"
"Male","15"
"Gharti/Bhujel",""
"Female","136"
"Male","129"
"Gurung",""
"Female","165"
"Male","150"
"Hajam/Thakur",""
"Female","24"
"Male","54"
"Halwai",""
"Female","9"
"Male","13"
"Jhangad/ Dhagar",""
"Female","2"
"Male","9"
"Kalwar",""
"Female","33"
"Male","38"
"Kami",""
"Female","400"
"Male","441"
"Kathabaniyan",""
"Female","17"
"Male","22"
"Kayastha",""
"Female","27"
"Male","23"
"Kewat",""
"Female","5"
"Male","9"
"Koiri/Kushwaha",""
"Female","19"
"Male","32"
"Kumal",""
"Female","14"
"Male","17"
"Kurmi",""
"Female","3"
"Male","8"
"Limbu",""
"Female","192"
"Male","198"
"Lohar",""
"Female","32"
"Male","77"
"Magar",""
"Female","1471"
"Male","1434"
"Majhi",""
"Female","55"
"Male","53"
"Mallaha",""
"Female","4"
"Male","8"
"Marwadi",""
"Female","14"
"Male","16"
"Musalman",""
"Female","158"
"Male","242"
"Newar",""
"Female","9979"
"Male","9322"
"Others",""
"Female","58"
"Male","101"
"Pahari",""
"Female","7"
"Male","4"
"Punjabi/Sikh",""
"Female","8"
"Male","6"
"Rai",""
"Female","767"
"Male","741"
"Rajbansi",""
"Female","20"
"Male","33"
"Rajput",""
"Female","12"
"Male","15"
"Sanyasi/Dasnami",""
"Female","139"
"Male","151"
"Sarki",""
"Female","313"
"Male","264"
"Sherpa",""
"Female","51"
"Male","40"
"Sudhi",""
"Female","13"
"Male","27"
"Sunuwar",""
"Female","54"
"Male","60"
"Tamang",""
"Female","2424"
"Male","2506"
"Tatma/Tatwa",""
"Female","4"
"Male","9"
"Teli",""
"Female","76"
"Male","116"
"Terai Others",""
"Female","61"
"Male","132"
"Thakuri",""
"Female","196"
"Male","211"
"Thami",""
"Female","16"
"Male","26"
"Tharu",""
"Female","358"
"Male","542"
"Thulung",""
"Female","13"
"Male","13"
"Yadav",""
"Female","67"
"Male","147"
"Yamphu",""
"Female","9"
"Male","9"
