"Population by Educational Attainment","Number"
"Beginners",""
"Female","629"
"Male","709"
"Graduate and Equivalent",""
"Female","1229"
"Male","2172"
"Intermediate and Equivalent",""
"Female","3015"
"Male","3792"
"Level not Stated",""
"Female","115"
"Male","96"
"Lower Secondary (Class 6-8)",""
"Female","3580"
"Male","4161"
"Non Formal Education",""
"Female","1332"
"Male","1143"
"Others",""
"Female","32"
"Male","26"
"Post Graduate Equivalent and Above",""
"Female","313"
"Male","935"
"Primary Education (1-5 Class)",""
"Female","4967"
"Male","5438"
"Secondary Level (Class 9-10)",""
"Female","2694"
"Male","3355"
"SLC and Equivalent",""
"Female","3562"
"Male","4503"
