"Population by Caste/Ethinicity","Number"
"Badhaee",""
"Female","13"
"Male","13"
"Baraee",""
"Female","102"
"Male","111"
"Bin",""
"Female","402"
"Male","423"
"Brahman - Hill",""
"Female","85"
"Male","66"
"Brahman - Tarai",""
"Female","392"
"Male","456"
"Chamar/ Harijan/ Ram",""
"Female","965"
"Male","1114"
"Chhetri",""
"Female","14"
"Male","15"
"Danuwar",""
"Female","192"
"Male","197"
"Dhankar/ Dharikar",""
"Female","9"
"Male","9"
"Dhanuk",""
"Female","674"
"Male","675"
"Dhobi",""
"Female","393"
"Male","416"
"Dhunia",""
"Female","41"
"Male","33"
"Dom",""
"Female","39"
"Male","47"
"Dusadh/ Pasawan/ Pasi",""
"Female","1060"
"Male","1184"
"Gaderi/Bhedihar",""
"Female","107"
"Male","101"
"Hajam/Thakur",""
"Female","470"
"Male","480"
"Halwai",""
"Female","234"
"Male","221"
"Kahar",""
"Female","23"
"Male","26"
"Kalwar",""
"Female","1288"
"Male","1401"
"Kanu",""
"Female","162"
"Male","165"
"Kathabaniyan",""
"Female","276"
"Male","277"
"Kayastha",""
"Female","65"
"Male","79"
"Khatwe",""
"Female","951"
"Male","980"
"Koiri/Kushwaha",""
"Female","554"
"Male","575"
"Kumhar",""
"Female","547"
"Male","576"
"Kurmi",""
"Female","528"
"Male","564"
"Lohar",""
"Female","614"
"Male","611"
"Majhi",""
"Female","10"
"Male","6"
"Mali",""
"Female","53"
"Male","60"
"Mallaha",""
"Female","60"
"Male","62"
"Marwadi",""
"Female","20"
"Male","29"
"Musahar",""
"Female","355"
"Male","392"
"Musalman",""
"Female","1014"
"Male","977"
"Nuniya",""
"Female","232"
"Male","259"
"Others",""
"Female","35"
"Male","16"
"Punjabi/Sikh",""
"Female","162"
"Male","177"
"Sanyasi/Dasnami",""
"Female","89"
"Male","104"
"Sonar",""
"Female","154"
"Male","167"
"Sudhi",""
"Female","694"
"Male","743"
"Tatma/Tatwa",""
"Female","33"
"Male","36"
"Teli",""
"Female","741"
"Male","769"
"Terai Others",""
"Female","25"
"Male","20"
"Tharu",""
"Female","14"
"Male","16"
"Undefined Others",""
"Female","13"
"Male","16"
"Yadav",""
"Female","6641"
"Male","7127"
