"Population by Educational Attainment","Number"
"Beginners",""
"Female","162"
"Male","235"
"Graduate and Equivalent",""
"Female","66"
"Male","270"
"Intermediate and Equivalent",""
"Female","217"
"Male","584"
"Level not Stated",""
"Female","33"
"Male","46"
"Lower Secondary (Class 6-8)",""
"Female","970"
"Male","1878"
"Non Formal Education",""
"Female","255"
"Male","310"
"Others",""
"Female","12"
"Male","23"
"Post Graduate Equivalent and Above",""
"Female","8"
"Male","77"
"Primary Education (1-5 Class)",""
"Female","2756"
"Male","4263"
"Secondary Level (Class 9-10)",""
"Female","451"
"Male","1115"
"SLC and Equivalent",""
"Female","316"
"Male","769"
