"Population by Single Year of Age","Number"
"0",""
"Female","268"
"Male","268"
"1",""
"Female","254"
"Male","259"
"10",""
"Female","357"
"Male","366"
"11",""
"Female","334"
"Male","328"
"12",""
"Female","421"
"Male","365"
"13",""
"Female","323"
"Male","328"
"14",""
"Female","353"
"Male","307"
"15",""
"Female","325"
"Male","260"
"16",""
"Female","307"
"Male","228"
"17",""
"Female","329"
"Male","182"
"18",""
"Female","305"
"Male","174"
"19",""
"Female","238"
"Male","112"
"2",""
"Female","312"
"Male","288"
"20",""
"Female","251"
"Male","109"
"21",""
"Female","198"
"Male","90"
"22",""
"Female","266"
"Male","89"
"23",""
"Female","190"
"Male","77"
"24",""
"Female","194"
"Male","70"
"25",""
"Female","260"
"Male","80"
"26",""
"Female","189"
"Male","69"
"27",""
"Female","164"
"Male","91"
"28",""
"Female","196"
"Male","69"
"29",""
"Female","145"
"Male","61"
"3",""
"Female","292"
"Male","296"
"30",""
"Female","237"
"Male","93"
"31",""
"Female","109"
"Male","47"
"32",""
"Female","142"
"Male","87"
"33",""
"Female","109"
"Male","67"
"34",""
"Female","101"
"Male","55"
"35",""
"Female","211"
"Male","120"
"36",""
"Female","106"
"Male","59"
"37",""
"Female","126"
"Male","65"
"38",""
"Female","105"
"Male","65"
"39",""
"Female","107"
"Male","48"
"4",""
"Female","307"
"Male","314"
"40",""
"Female","203"
"Male","123"
"41",""
"Female","109"
"Male","59"
"42",""
"Female","116"
"Male","81"
"43",""
"Female","81"
"Male","50"
"44",""
"Female","72"
"Male","46"
"45",""
"Female","198"
"Male","119"
"46",""
"Female","69"
"Male","58"
"47",""
"Female","91"
"Male","69"
"48",""
"Female","92"
"Male","83"
"49",""
"Female","92"
"Male","75"
"5",""
"Female","318"
"Male","341"
"50",""
"Female","170"
"Male","125"
"51",""
"Female","80"
"Male","56"
"52",""
"Female","95"
"Male","72"
"53",""
"Female","65"
"Male","60"
"54",""
"Female","60"
"Male","54"
"55",""
"Female","113"
"Male","83"
"56",""
"Female","70"
"Male","79"
"57",""
"Female","87"
"Male","74"
"58",""
"Female","71"
"Male","64"
"59",""
"Female","58"
"Male","60"
"6",""
"Female","301"
"Male","319"
"60",""
"Female","125"
"Male","101"
"61",""
"Female","58"
"Male","51"
"62",""
"Female","68"
"Male","66"
"63",""
"Female","46"
"Male","45"
"64",""
"Female","52"
"Male","55"
"65",""
"Female","95"
"Male","55"
"66",""
"Female","48"
"Male","44"
"67",""
"Female","53"
"Male","51"
"68",""
"Female","48"
"Male","47"
"69",""
"Female","15"
"Male","26"
"7",""
"Female","361"
"Male","331"
"70",""
"Female","71"
"Male","56"
"71",""
"Female","20"
"Male","35"
"72",""
"Female","25"
"Male","39"
"73",""
"Female","23"
"Male","34"
"74",""
"Female","19"
"Male","20"
"75",""
"Female","31"
"Male","34"
"76",""
"Female","11"
"Male","24"
"77",""
"Female","17"
"Male","19"
"78",""
"Female","19"
"Male","28"
"79",""
"Female","10"
"Male","15"
"8",""
"Female","340"
"Male","355"
"80",""
"Female","17"
"Male","19"
"81",""
"Female","8"
"Male","7"
"82",""
"Female","11"
"Male","10"
"83",""
"Female","8"
"Male","15"
"84",""
"Female","7"
"Male","2"
"85",""
"Female","33"
"Male","35"
"9",""
"Female","346"
"Male","310"
