"Population by disability type","Number"
"Blind/low vision",""
"Female","69"
"Male","53"
"","122"
"Deaf/hard of hearing",""
"Female","48"
"Male","64"
"","112"
"Deaf-Blind",""
"Female","5"
"Male","8"
"","13"
"Intellectual disable",""
"Female","6"
"Male","5"
"","11"
"Mental disable",""
"Female","21"
"Male","22"
"","43"
"Multiple disable",""
"Female","19"
"Male","31"
"","50"
"No disability",""
"Female","19532"
"Male","18119"
"","37651"
"Physical",""
"Female","134"
"Male","162"
"","296"
"Speech problem",""
"Female","45"
"Male","56"
"","101"
