"Population by Educational Attainment","Number"
"Beginners",""
"Female","661"
"Male","688"
"","1349"
"Graduate and Equivalent",""
"Female","49"
"Male","88"
"","137"
"Intermediate and Equivalent",""
"Female","240"
"Male","339"
"","579"
"Level not Stated",""
"Female","14"
"Male","15"
"","29"
"Lower Secondary (Class 6-8)",""
"Female","2511"
"Male","2553"
"","5064"
"Non Formal Education",""
"Female","575"
"Male","614"
"","1189"
"Others",""
"Female","7"
"Male","8"
"","15"
"Post Graduate Equivalent and Above",""
"Female","10"
"Male","24"
"","34"
"Primary Education (1-5 Class)",""
"Female","5354"
"Male","6280"
"","11634"
"Secondary Level (Class 9-10)",""
"Female","1088"
"Male","1040"
"","2128"
"SLC and Equivalent",""
"Female","500"
"Male","637"
"","1137"
