"Population by Educational Attainment","Number"
"Beginners",""
"Female","139"
"Male","202"
"Graduate and Equivalent",""
"Female","39"
"Male","223"
"Intermediate and Equivalent",""
"Female","168"
"Male","470"
"Level not Stated",""
"Female","19"
"Male","20"
"Lower Secondary (Class 6-8)",""
"Female","858"
"Male","1526"
"Non Formal Education",""
"Female","47"
"Male","49"
"Others",""
"Female","8"
"Male","13"
"Post Graduate Equivalent and Above",""
"Female","8"
"Male","41"
"Primary Education (1-5 Class)",""
"Female","2218"
"Male","2672"
"Secondary Level (Class 9-10)",""
"Female","470"
"Male","1216"
"SLC and Equivalent",""
"Female","250"
"Male","766"
